Report Number,URL,Congress,Accompanies,Title,Committee
H. Rept. 117-156,https://www.congress.gov/congressional-report/117th-congress/house-report/156/1,117th Congress (2021-2022),H.R. 5412,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2022,House Intelligence (Permanent Select)
H. Rept. 117-155,https://www.congress.gov/congressional-report/117th-congress/house-report/155/1,117th Congress (2021-2022),H.R. 4055,AMERICAN CYBERSECURITY LITERACY ACT,House Energy and Commerce
H. Rept. 117-154,https://www.congress.gov/congressional-report/117th-congress/house-report/154/1,117th Congress (2021-2022),H.R. 4035,REAL JUSTICE FOR OUR VETERANS ACT OF 2021,House Judiciary
H. Rept. 117-153,https://www.congress.gov/congressional-report/117th-congress/house-report/153/1,117th Congress (2021-2022),H.Res. 727,RELATING TO THE CONSIDERATION OF HOUSE REPORT117–152 AND AN ACCOMPANYING RESOLUTION,House Rules
H. Rept. 117-152,https://www.congress.gov/congressional-report/117th-congress/house-report/152/1,117th Congress (2021-2022),,RESOLUTION RECOMMENDING THAT THE HOUSE OF REPRESENTATIVES FIND STEPHEN K. BANNON IN CONTEMPT OF CONGRESS FOR REFUSAL TO COMPLY WITH A SUBPOENA DULY ISSUED BY THE SELECT COMMITTEE TO INVESTIGATE THE JANUARY 6TH ATTACK ON THE UNITED STATES CAPITOL,House Select Committee to Investigate the January 6th Attack on the United States Capitol
H. Rept. 117-151,https://www.congress.gov/congressional-report/117th-congress/house-report/151/1,117th Congress (2021-2022),H.R. 4369,NATIONAL CENTERS OF EXCELLENCE IN ADVANCED AND CONTINUOUS PHARMACEUTICAL MANUFACTURING ACT OF 2021,House Energy and Commerce
H. Rept. 117-150,https://www.congress.gov/congressional-report/117th-congress/house-report/150/1,117th Congress (2021-2022),H.R. 4032,OPEN RAN OUTREACH ACT,House Energy and Commerce
H. Rept. 117-149,https://www.congress.gov/congressional-report/117th-congress/house-report/149/1,117th Congress (2021-2022),H.R. 2379,STATE OPIOID RESPONSE GRANT AUTHORIZATION ACT OF 2021,House Energy and Commerce
H. Rept. 117-148,https://www.congress.gov/congressional-report/117th-congress/house-report/148/1,117th Congress (2021-2022),H.R. 3919,SECURE EQUIPMENT ACT OF 2021,House Energy and Commerce
H. Rept. 117-147,https://www.congress.gov/congressional-report/117th-congress/house-report/147/1,117th Congress (2021-2022),H.R. 4028,INFORMATION AND COMMUNICATION TECHNOLOGY STRATEGY ACT,House Energy and Commerce
H. Rept. 117-146,https://www.congress.gov/congressional-report/117th-congress/house-report/146/1,117th Congress (2021-2022),H.R. 654,DRUG-FREE COMMUNITIES PANDEMIC RELIEF ACT,House Energy and Commerce
H. Rept. 117-145,https://www.congress.gov/congressional-report/117th-congress/house-report/145/1,117th Congress (2021-2022),H.R. 4067,"COMMUNICATIONS SECURITY, RELIABILITY, AND INTEROPERABILITY COUNCIL ACT",House Energy and Commerce
H. Rept. 117-144,https://www.congress.gov/congressional-report/117th-congress/house-report/144/1,117th Congress (2021-2022),H.R. 4531,7(A) LOAN AGENT OVERSIGHT ACT,House Small Business
H. Rept. 117-143,https://www.congress.gov/congressional-report/117th-congress/house-report/143/1,117th Congress (2021-2022),H.R. 4515,SMALL BUSINESS DEVELOPMENT CENTER CYBER TRAINING ACT OF 2021,House Small Business
H. Rept. 117-142,https://www.congress.gov/congressional-report/117th-congress/house-report/142/1,117th Congress (2021-2022),H.R. 4513,SMALL BUSINESS ADVANCED CYBERSECURITY ENHANCEMENTS ACT OF 2021,House Small Business
H. Rept. 117-141,https://www.congress.gov/congressional-report/117th-congress/house-report/141/1,117th Congress (2021-2022),H.R. 4481,SMALL BUSINESS 7(A) LOAN AGENT TRANSPARENCY ACT,House Small Business
H. Rept. 117-140,https://www.congress.gov/congressional-report/117th-congress/house-report/140/1,117th Congress (2021-2022),H.R. 4256,INVESTING IN MAIN STREET ACT OF 2021,House Small Business
H. Rept. 117-139,https://www.congress.gov/congressional-report/117th-congress/house-report/139/1,117th Congress (2021-2022),H.R. 3469,VETERAN ENTREPRENEURSHIP TRAINING ACT OF 2021,House Small Business
H. Rept. 117-138,https://www.congress.gov/congressional-report/117th-congress/house-report/138/1,117th Congress (2021-2022),H.R. 3462,SBA CYBER AWARENESS ACT,House Small Business
H. Rept. 117-137,https://www.congress.gov/congressional-report/117th-congress/house-report/137/1,117th Congress (2021-2022),H.Res. 716,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2119) TO AMEND THE FAMILY VIOLENCE PREVENTION AND SERVICES ACT TO MAKE IMPROVEMENTS; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3110) TO AMEND THE FAIR LABOR STANDARDS ACT OF 1938 TO EXPAND ACCESS TO BREASTFEEDING ACCOMMODATIONS IN THE WORKPLACE, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3992) TO AMEND THE AGE DISCRIMINATION IN EMPLOYMENT ACT OF 1967 TO PROHIBIT EMPLOYERS FROM LIMITING, SEGREGATING, OR CLASSIFYING APPLICANTS FOR EMPLOYMENT; RELATING TO CONSIDERATION OF THE SENATE AMENDMENT TO THE HOUSE AMENDMENT TO THE BILL (S. 1301) TO PROVIDE FOR THE PUBLICATION BY THE SECRETARY OF HEALTH AND HUMAN SERVICES OF PHYSICAL ACTIVITY RECOMMENDATIONS FOR AMERICANS; AND FOR",House Rules
H. Rept. 117-136,https://www.congress.gov/congressional-report/117th-congress/house-report/136/1,117th Congress (2021-2022),,"RECOMMENDATIONS TO INCREASE STAFF CAPACITY, DIVERSITY AND INCLUSION, STRENGTHEN CONGRESSIONAL INTERNSHIPS AND FELLOWSHIPS, AND EXPAND ACCESSIBILITY TO CONGRESS",House Select Committee on the Modernization of Congress
H. Rept. 117-135,https://www.congress.gov/congressional-report/117th-congress/house-report/135/1,117th Congress (2021-2022),H.R. 2915,HOMELAND PROCUREMENT REFORM ACT,House Homeland Security
H. Rept. 117-134,https://www.congress.gov/congressional-report/117th-congress/house-report/134/1,117th Congress (2021-2022),H.R. 1204,DISTRICT OF COLUMBIA CHIEF FINANCIAL OFFICER SALARY HOME RULE ACT,House Oversight and Reform
H. Rept. 117-133,https://www.congress.gov/congressional-report/117th-congress/house-report/133/1,117th Congress (2021-2022),H.Res. 688,PROVIDING FOR CONSIDERATION OF THE BILL (S. 1301) TO PROVIDE FOR THE PUBLICATION BY THE SECRETARY OF HEALTH AND HUMAN SERVICES OF PHYSICAL ACTIVITY RECOMMENDATIONS FOR AMERICANS,House Rules
H. Rept. 117-132,https://www.congress.gov/congressional-report/117th-congress/house-report/132/1,117th Congress (2021-2022),,IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE SHEILA JACKSON LEE,House Ethics
H. Rept. 117-131,https://www.congress.gov/congressional-report/117th-congress/house-report/131/1,117th Congress (2021-2022),,IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE AL GREEN,House Ethics
"H. Rept. 117-130,Book 3",https://www.congress.gov/congressional-report/117th-congress/house-report/130/3,117th Congress (2021-2022),H.R. 5376,BUILD BACK BETTER ACT,House Budget
"H. Rept. 117-130,Book 2",https://www.congress.gov/congressional-report/117th-congress/house-report/130/2,117th Congress (2021-2022),H.R. 5376,BUILD BACK BETTER ACT,House Budget
"H. Rept. 117-130,Book 1",https://www.congress.gov/congressional-report/117th-congress/house-report/130/1,117th Congress (2021-2022),H.R. 5376,BUILD BACK BETTER ACT,House Budget
H. Rept. 117-129,https://www.congress.gov/congressional-report/117th-congress/house-report/129/1,117th Congress (2021-2022),H.R. 2424,AGRICULTURAL FAIRS RESCUE ACT,House Agriculture
H. Rept. 117-128,https://www.congress.gov/congressional-report/117th-congress/house-report/128/1,117th Congress (2021-2022),H.R. 1693,ELIMINATING A QUANTIFIABLY UNJUST APPLICATION OF THE LAW ACT OF 2021,House Judiciary
H. Rept. 117-127,https://www.congress.gov/congressional-report/117th-congress/house-report/127/1,117th Congress (2021-2022),H.R. 3992,PROTECT OLDER JOB APPLICANTS ACT OF 2021,House Education and Labor
H. Rept. 117-126,https://www.congress.gov/congressional-report/117th-congress/house-report/126/1,117th Congress (2021-2022),H.R. 2119,FAMILY VIOLENCE PREVENTION AND SERVICES IMPROVEMENT ACT OF 2021,House Education and Labor
H. Rept. 117-125,https://www.congress.gov/congressional-report/117th-congress/house-report/125/1,117th Congress (2021-2022),H.Res. 667,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3755) TO PROTECT A PERSON'S ABILITY TO DETERMINE WHETHER TO CONTINUE OR END A PREGNANCY, AND TO PROTECT A HEALTH CARE PROVIDER'S ABILITY TO PROVIDE ABORTION SERVICES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4350) TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 2022 FOR MILITARY ACTIVITIES OF THE DEPARTMENT OF DEFENSE AND FOR MILITARY CONSTRUCTION, TO PRESCRIBE MILITARY PERSONNEL STRENGTHS FOR SUCH FISCAL YEAR, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 5305) MAKING CONTINUING APPROPRIATIONS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2022, AND FOR PROVIDING EMERGENCY ASSISTANCE, AND FOR OTHER PURPOSES; AND FOR OTHER PURPOSES",House Rules
H. Rept. 117-124,https://www.congress.gov/congressional-report/117th-congress/house-report/124/1,117th Congress (2021-2022),H.R. 267,2020 WHIP+ REAUTHORIZATION ACT,House Agriculture
H. Rept. 117-123,https://www.congress.gov/congressional-report/117th-congress/house-report/123/1,117th Congress (2021-2022),H.R. 4094,ONE-STOP PILOT PROGRAM ACT OF 2021,House Homeland Security
H. Rept. 117-122,https://www.congress.gov/congressional-report/117th-congress/house-report/122/1,117th Congress (2021-2022),H.R. 4691,K-12 CYBERSECURITY ACT OF 2021,House Homeland Security
H. Rept. 117-121,https://www.congress.gov/congressional-report/117th-congress/house-report/121/1,117th Congress (2021-2022),H.R. 4363,DHS CONTRACT REPORTING ACT OF 2021,House Homeland Security
H. Rept. 117-120,https://www.congress.gov/congressional-report/117th-congress/house-report/120/1,117th Congress (2021-2022),H.R. 4611,DHS SOFTWARE SUPPLY CHAIN RISK MANAGEMENT ACT OF 2021,House Homeland Security
H. Rept. 117-119,https://www.congress.gov/congressional-report/117th-congress/house-report/119/1,117th Congress (2021-2022),H.R. 4089,DARREN DRAKE ACT,House Homeland Security
"H. Rept. 117-118,Part 2",https://www.congress.gov/congressional-report/117th-congress/house-report/118/2,117th Congress (2021-2022),H.R. 4350,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2022,House Armed Services
H. Rept. 117-118,https://www.congress.gov/congressional-report/117th-congress/house-report/118/1,117th Congress (2021-2022),H.R. 4350,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2022,House Armed Services
H. Rept. 117-117,https://www.congress.gov/congressional-report/117th-congress/house-report/117/1,117th Congress (2021-2022),H.Res. 601,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4) TO AMEND THE VOTING RIGHTS ACT OF 1965 TO REVISE THE CRITERIA FOR DETERMINING WHICH STATES AND POLITICAL SUBDIVISIONS ARE SUBJECT TO SECTION 4 OF THE ACT, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 3684) TO AUTHORIZE FUNDS FOR FEDERAL AID HIGHWAYS, HIGHWAY SAFETY PROGRAMS, AND TRANSIT PROGRAMS, AND FOR OTHER PURPOSES; AND PROVIDING FOR THE ADOPTION OF THE CONCURRENT RESOLUTION (S. CON. RES. 14) SETTING FORTH THE CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR FISCAL YEAR 2022 AND SETTING FORTH THE APPROPRIATE BUDGETARY LEVELS FOR FISCAL YEARS 2023 THROUGH 2031; AND FOR OTHER PURPOSES",House Rules
H. Rept. 117-116,https://www.congress.gov/congressional-report/117th-congress/house-report/116/1,117th Congress (2021-2022),H.Res. 600,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4) TO AMEND THE VOTING RIGHTS ACT OF 1965 TO REVISE THE CRITERIA FOR DETERMINING WHICH STATES AND POLITICAL SUBDIVISIONS ARE SUBJECT TO SECTION 4 OF THE ACT, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 3684) TO AUTHORIZE FUNDS FOR FEDERAL AID HIGHWAYS, HIGHWAY SAFETY PROGRAMS, AND TRANSIT PROGRAMS, AND FOR OTHER PURPOSES; AND PROVIDING FOR THE ADOPTION OF THE CONCURRENT RESOLUTION (S. CON. RES. 14) SETTING FORTH THE CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR FISCAL YEAR 2022 AND SETTING FORTH THE APPROPRIATE BUDGETARY LEVELS FOR FISCAL YEARS 2023 THROUGH 2031; AND FOR OTHER PURPOSES",House Rules
H. Rept. 117-115,https://www.congress.gov/congressional-report/117th-congress/house-report/115/1,117th Congress (2021-2022),H.Res. 594,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4) TO AMEND THE VOTING RIGHTS ACT OF 1965 TO REVISE THE CRITERIA FOR DETERMINING WHICH STATES AND POLITICAL SUBDIVISIONS ARE SUBJECT TO SECTION 4 OF THE ACT, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 3684) TO AUTHORIZE FUNDS FOR FEDERAL-AID HIGHWAYS, HIGHWAY SAFETY PROGRAMS, AND TRANSIT PROGRAMS, AND FOR OTHER PURPOSES; AND PROVIDING FOR THE ADOPTION OF THE CONCURRENT RESOLUTION (S. CON. RES. 14) SETTING FORTH THE CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR FISCAL YEAR 2022 AND SETTING FORTH THE APPROPRIATE BUDGETARY LEVELS FOR FISCAL YEARS 2023 THROUGH 2031; AND FOR OTHER PURPOSES",House Rules
H. Rept. 117-114,https://www.congress.gov/congressional-report/117th-congress/house-report/114/1,117th Congress (2021-2022),H.R. 1619,CATAWBA INDIAN NATION LANDS ACT,House Natural Resources
H. Rept. 117-113,https://www.congress.gov/congressional-report/117th-congress/house-report/113/1,117th Congress (2021-2022),H.R. 4374,BROADBAND INTERNET CONNECTIONS FOR RURAL AMERICA ACT,House Agriculture
H. Rept. 117-112,https://www.congress.gov/congressional-report/117th-congress/house-report/112/1,117th Congress (2021-2022),,IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE HANK JOHNSON,House Ethics
H. Rept. 117-111,https://www.congress.gov/congressional-report/117th-congress/house-report/111/1,117th Congress (2021-2022),,The 2021 Joint Economic Report - Report of the Joint Economic Committee Congress of the United States on the 2021 Economic Report of the President,Joint Economic Committee
H. Rept. 117-110,https://www.congress.gov/congressional-report/117th-congress/house-report/110/1,117th Congress (2021-2022),H.Res. 567,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4346) MAKING APPROPRIATIONS FOR LEGISLATIVE BRANCH FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2022, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4373) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2022, AND FOR OTHER PURPOSES; AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4505) MAKING APPROPRIATIONS FOR THE DEPARTMENTS OF COMMERCE AND JUSTICE, SCIENCE, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2022, AND FOR OTHER PURPOSES",House Rules
H. Rept. 117-109,https://www.congress.gov/congressional-report/117th-congress/house-report/109/1,117th Congress (2021-2022),H.Res. 555,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4502) MAKING APPROPRIATIONS FOR THE DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2022, AND FOR OTHER PURPOSES; AND FOR OTHER PURPOSES",House Rules
H. Rept. 117-108,https://www.congress.gov/congressional-report/117th-congress/house-report/108/1,117th Congress (2021-2022),,IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE JOYCE BEATTY,House Ethics
H. Rept. 117-107,https://www.congress.gov/congressional-report/117th-congress/house-report/107/1,117th Congress (2021-2022),H.R. 1664,"TO AUTHORIZE THE NATIONAL MEDAL OF HONOR MUSEUM FOUNDATION TO ESTABLISH A COMMEMORATIVE WORK IN THE DISTRICT OF COLUMBIA AND ITS ENVIRONS, AND FOR OTHER PURPOSES",House Natural Resources
H. Rept. 117-106,https://www.congress.gov/congressional-report/117th-congress/house-report/106/1,117th Congress (2021-2022),H.R. 1029,FREE VETERANS FROM FEES ACT,House Natural Resources
H. Rept. 117-105,https://www.congress.gov/congressional-report/117th-congress/house-report/105/1,117th Congress (2021-2022),H.R. 4300,ALEXANDER LOFGREN VETERANS IN PARKS (VIP) ACT,House Natural Resources
H. Rept. 117-104,https://www.congress.gov/congressional-report/117th-congress/house-report/104/1,117th Congress (2021-2022),H.R. 1154,GREAT DISMAL SWAMP NATIONAL HERITAGE AREA ACT,House Natural Resources
H. Rept. 117-103,https://www.congress.gov/congressional-report/117th-congress/house-report/103/1,117th Congress (2021-2022),H.R. 438,"TO AMEND THE ALYCE SPOTTED BEAR AND WALTER SOBOLEFF COMMISSION ON NATIVE CHILDREN ACT TO EXTEND THE DEADLINE FOR A REPORT BY THE ALYCE SPOTTED BEAR AND WALTER SOBOLEFF COMMISSION ON NATIVE CHILDREN, AND FOR OTHER PURPOSES",House Natural Resources
H. Rept. 117-102,https://www.congress.gov/congressional-report/117th-congress/house-report/102/1,117th Congress (2021-2022),H.R. 3110,PROVIDING URGENT MATERNAL PROTECTIONS FOR NURSING MOTHERS ACT,House Education and Labor
H. Rept. 117-101,https://www.congress.gov/congressional-report/117th-congress/house-report/101/1,117th Congress (2021-2022),H.R. 2278,"TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO DESIGNATE THE SEPTEMBER 11TH NATIONAL MEMORIAL TRAIL, AND FOR OTHER PURPOSES",House Natural Resources
H. Rept. 117-100,https://www.congress.gov/congressional-report/117th-congress/house-report/100/1,117th Congress (2021-2022),H.R. 2497,AMACHE NATIONAL HISTORIC SITE ACT,House Natural Resources
H. Rept. 117-99,https://www.congress.gov/congressional-report/117th-congress/house-report/99/1,117th Congress (2021-2022),H.R. 4550,"DEPARTMENTS OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2022",House Appropriations
H. Rept. 117-98,https://www.congress.gov/congressional-report/117th-congress/house-report/98/1,117th Congress (2021-2022),H.R. 4549,"ENERGY AND WATER DEVELOPMENT AND RELATED AGENCIES APPROPRIATIONS BILL, 2022",House Appropriations
H. Rept. 117-97,https://www.congress.gov/congressional-report/117th-congress/house-report/97/1,117th Congress (2021-2022),H.R. 4505,"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS BILL, 2022",House Appropriations
H. Rept. 117-96,https://www.congress.gov/congressional-report/117th-congress/house-report/96/1,117th Congress (2021-2022),H.R. 4502,"DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS BILL, 2022",House Appropriations
H. Rept. 117-95,https://www.congress.gov/congressional-report/117th-congress/house-report/95/1,117th Congress (2021-2022),H.Res. 535,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2467) TO REQUIRE THE ADMINISTRATOR OF THE ENVIRONMENTAL PROTECTION AGENCY TO DESIGNATE PER- AND POLYFLUOROALKYL SUBSTANCES AS HAZARDOUS SUBSTANCES UNDER THE COMPREHENSIVE ENVIRONMENTAL RESPONSE, COMPENSATION, AND LIABILITY ACT OF 1980; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2668) TO AMEND THE FEDERAL TRADE COMMISSION ACT TO AFFIRMATIVELY CONFIRM THE AUTHORITY OF THE FEDERAL TRADE COMMISSION TO SEEK PERMANENT INJUNCTIONS AND OTHER EQUITABLE RELIEF FOR VIOLATIONS OF ANY PROVISION OF LAW ENFORCED BY THE COMMISSION; AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3985) TO AMEND THE AFGHAN ALLIES PROTECTION ACT OF 2009 TO EXPEDITE THE SPECIAL IMMIGRANT VISA PROCESS FOR CERTAIN AFGHAN ALLIES, AND FOR OTHER",House Rules
